Name,Rating,LogRating
K P Pietersen,819,2.9133
R T Ponting,796,2.9009
M E K Hussey,760,2.8808
M L Hayden,738,2.8681
A Symonds,724,2.8597
M S Dhoni,724,2.8597
A C Gilchrist,723,2.8591
G C Smith,723,2.8591
R R Sarwan,722,2.8585
M J Clarke,721,2.8579
J H Kallis,716,2.8549
D P M Jayawardene,715,2.8543
S T Jayasuriya,704,2.8476
R Dravid,700,2.8451
K C Sangakkara,693,2.8407
H H Gibbs,683,2.8344
C H Gayle,681,2.8331
Mohammad Yousuf,678,2.8312
Yuvraj Singh,675,2.8293
S Chanderpaul,674,2.8287
S R Tendulkar,670,2.8261
A B de Villiers,644,2.8089
I R Bell,636,2.8035
Shoaib Malik,631,2.8
P D Collingwood,626,2.7966
S B Styris,625,2.7959
M V Boucher,609,2.7846
P G Fulton,607,2.7832
W U Tharanga,601,2.7789
V Sehwag,593,2.7731
A Flintoff,584,2.7664
A J Strauss,579,2.7627
J M Kemp,573,2.7582
Abdul Razzaq,553,2.7427
L P C Silva,545,2.7364
T M Dilshan,545,2.7364
S M Pollock,540,2.7324
S C Ganguly,536,2.7292
Yasir Hameed,535,2.7284
E Chigumbura,533,2.7267
Younis Khan,531,2.7251
L Vincent,530,2.7243
Aftab Ahmed,522,2.7177
Shakib Al Hasan,521,2.7168
B R M Taylor,517,2.7135
Shahriar Nafees,508,2.7059
J D P Oram,504,2.7024
Shahid Afridi,504,2.7024
B B McCullum,503,2.7016
V Sibanda,495,2.6946
Mohammad Ashraful,494,2.6937
R N ten Doeschate,493,2.6928
M N Samuels,493,2.6928
S R Watson,482,2.683
Kamran Akmal,480,2.6812
Salman Butt,477,2.6785
L R Taylor,477,2.6785
D J J Bravo,474,2.6758
S O Tikolo,474,2.6758
R S Morton,470,2.6721
T Mishra,465,2.6675
S Matsikenyeri,456,2.659
I K Pathan,455,2.658
G O Jones,452,2.6551
B J Hodge,450,2.6532
L O B Cann,448,2.6513
T M Odoyo,445,2.6484
Imran Farhat,441,2.6444
G Gambhir,432,2.6355
G W Flower,427,2.6304
W W Hinds,421,2.6243
R R Watson,417,2.6201
I S Billcliff,416,2.6191
M F Maharoof,416,2.6191
J M Davison,415,2.618
C J Chibhabha,413,2.616
E C Joyce,406,2.6085
K J O'Brien,401,2.6031
D Ramdin,400,2.6021
S K Raina,400,2.6021
T Taibu,400,2.6021
D J Reekers,394,2.5955
A M Samad,393,2.5944
R V Uthappa,392,2.5933
Imran Nazir,391,2.5922
S C Williams,388,2.5888
D O Obuya,387,2.5877
D R Smith,386,2.5866
M S Sinclair,383,2.5832
A Bagai,379,2.5786
G B Hogg,379,2.5786
N J O'Brien,378,2.5775
K K K K K K D Karthik,377,2.5763
D L Hemp,377,2.5763
W T S Porterfield,376,2.5752
A A Mulla,369,2.567
Mashrafe Mortaza,368,2.5658
Mushfiqur Rahim,363,2.5599
D T Johnston,361,2.5575
H Masakadza,361,2.5575
