Name,Rating,LogRating
M Muralitharan,916,2.9619
M Ntini,856,2.9325
A Kumble,730,2.8633
S M Pollock,730,2.8633
S E Bond,722,2.8585
M S Panesar,721,2.8579
M J Hoggard,721,2.8579
S R Clark,720,2.8573
Mohammad Asif,710,2.8513
Shoaib Akhtar,698,2.8439
A Flintoff,680,2.8325
W P U Vaas,667,2.8241
Danish Kaneria,662,2.8209
B Lee,644,2.8089
J E C Franklin,637,2.8041
I K Pathan,618,2.791
Umar Gul,608,2.7839
D L Vettori,598,2.7767
S C G MacGill,593,2.7731
S J Harmison,592,2.7723
C S Martin,585,2.7672
A Nel,583,2.7657
Zaheer Khan,578,2.7619
Harbhajan Singh,564,2.7513
J H Kallis,564,2.7513
S Sreesanth,544,2.7356
R W Price,538,2.7308
S L Malinga,536,2.7292
C R D Fernando,512,2.7093
Mohammad Rafiq,508,2.7059
D R Tuffey,499,2.6981
D W Steyn,448,2.6513
Mashrafe Mortaza,445,2.6484
F H Edwards,431,2.6345
C H Gayle,413,2.616
S T Jayasuriya,404,2.6064
Mohammad Sami,402,2.6042
R J Sidebottom,388,2.5888
D B Powell,375,2.574
M M Patel,365,2.5623
J E Taylor,349,2.5428
D J J Bravo,349,2.5428
Shahid Afridi,336,2.5263
J D P Oram,329,2.5172
R P Singh,326,2.5132
J M Anderson,323,2.5092
H M R Herath,308,2.4886
D J G Sammy,307,2.4871
M Zondeki,282,2.4502
Enamul Haque jnr,276,2.4409
P L Harris,269,2.4298
K D Mills,268,2.4281
L E Plunkett,265,2.4232
Shahadat Hossain,261,2.4166
T L Best,211,2.3243
M F Maharoof,205,2.3118
S B Styris,200,2.301
A Symonds,192,2.2833
V Sehwag,175,2.243
S R Tendulkar,173,2.238
A G Cremer,171,2.233
T Panyangara,167,2.2227
R R Sarwan,142,2.1523
Syed Rasel,139,2.143
W R S de Silva,139,2.143
E Chigumbura,121,2.0828
Shoaib Malik,108,2.0334
S M Katich,106,2.0253
T T Samaraweera,104,2.017
G B Hogg,98,1.9912
S C Ganguly,96,1.9823
S W Tait,91,1.959
C B Mpofu,88,1.9445
N M Hauritz,88,1.9445
T M Dilshan,84,1.9243
J S Patel,82,1.9138
R J Peterson,78,1.8921
Mohammad Ashraful,72,1.8573
G C Smith,62,1.7924
Aftab Ahmed,56,1.7482
R O Hinds,47,1.6721
M Morkel,46,1.6628
J Botha,45,1.6532
S Chanderpaul,43,1.6335
M P Vaughan,39,1.5911
K M D Kulasekara,36,1.5563
R T Ponting,35,1.5441
D P M Jayawardene,29,1.4624
M J Clarke,27,1.4314
J A Rudolph,27,1.4314
Nazmul Hossain,24,1.3802
S R Watson,24,1.3802
Imran Farhat,23,1.3617
Mohammad Hafeez,22,1.3424
H Masakadza,22,1.3424
M N Samuels,22,1.3424
I E O'Brien,21,1.3222
N Deonarine,19,1.2788
A G Prince,18,1.2553
T Taibu,17,1.2304
