Name,Rating,LogRating
Saeed Ajmal,789,2.8971
D W Steyn,742,2.8704
S P Narine,714,2.8537
J M Anderson,706,2.8488
M Morkel,673,2.8280
R A Jadeja,666,2.8235
S T Finn,660,2.8195
M G Johnson,639,2.8055
Mohammad Hafeez,637,2.8041
K D Mills,633,2.8014
J C Tredwell,627,2.7973
S M S Senanayake,623,2.7945
H M R Herath,619,2.7917
Junaid Khan,613,2.7875
Shakib Al Hasan,611,2.7860
T G Southee,607,2.7832
R Ashwin,607,2.7832
K A J Roach,607,2.7832
R McLaren,605,2.7818
A D Mathews,600,2.7782
S L Malinga,599,2.7774
Abdur Razzak,591,2.7716
B Kumar,587,2.7686
D L Vettori,586,2.7679
N L McCullum,571,2.7566
K M D Kulasekara,569,2.7551
X J Doherty,568,2.7543
M J McClenaghan,563,2.7505
Mohammad Shami,561,2.7490
R Rampaul,561,2.7490
G H Dockrell,559,2.7474
A Mishra,555,2.7443
Shahid Afridi,554,2.7435
Mohammad Irfan,543,2.7348
S C J Broad,537,2.7300
T T Bresnan,527,2.7218
B A W Mendis,523,2.7185
Mashrafe Mortaza,517,2.7135
D J G Sammy,514,2.7110
P Utseya,506,2.7042
J P Faulkner,505,2.7033
D J J Bravo,499,2.6981
Mohammad Nabi,498,2.6972
S R Watson,497,2.6964
M A Starc,492,2.6920
R A S Lakmal,491,2.6911
R M Haq,491,2.6911
Umar Gul,489,2.6893
C J Jordan,467,2.6693
W D Parnell,465,2.6675
R S Bopara,461,2.6637
R J Peterson,460,2.6628
Rubel Hossain,459,2.6618
N L T Perera,458,2.6609
J O Holder,451,2.6542
N O Miller,448,2.6513
K J O'Brien,446,2.6493
Mahmudullah,444,2.6474
I Sharma,440,2.6435
Harbhajan Singh,433,2.6365
A R Cusack,432,2.6355
A D Russell,432,2.6355
B V Vitori,430,2.6335
Shafiul Islam,429,2.6325
J P Duminy,423,2.6263
Sohag Gazi,421,2.6243
T L Chatara,419,2.6222
T M Dilshan,411,2.6138
M N Samuels,404,2.6064
Shapoor Zadran,403,2.6053
Hamid Hassan,401,2.6031
J H Kallis,401,2.6031
A G Cremer,399,2.6010
T Mupariwa,398,2.5999
C B Mpofu,396,2.5977
P R Stirling,394,2.5955
U T Yadav,392,2.5933
N M Coulter Nile,386,2.5866
Sohail Tanvir,386,2.5866
E Chigumbura,385,2.5855
Imran Tahir,382,2.5821
Samiullah Shenwari,380,2.5798
S J Benn,375,2.5740
J F Mooney,371,2.5694
J E Taylor,370,2.5682
Mirwais Ashraf,359,2.5551
S K Raina,354,2.5490
Wahab Riaz,352,2.5465
G J Maxwell,347,2.5403
V D Philander,346,2.5391
T J Murtagh,342,2.5340
C J Anderson,341,2.5328
H Masakadza,341,2.5328
S Randiv,340,2.5315
B A Stokes,339,2.5302
I Wardlaw,338,2.5289
Shoaib Malik,337,2.5276
K S Williamson,334,2.5237
J L Pattinson,334,2.5237
M M Sharma,328,2.5159
