Name,Rating,LogRating
D L Vettori,758,2.8797
Shakib Al Hasan,699,2.8445
K M D Kulasekara,678,2.8312
R W Price,666,2.8235
K D Mills,657,2.8176
D E Bollinger,648,2.8116
D W Steyn,637,2.8041
Shahid Afridi,636,2.8035
J M Anderson,634,2.8021
J D P Oram,630,2.7993
S C J Broad,629,2.7987
B A W Mendis,623,2.7945
Harbhajan Singh,623,2.7945
M G Johnson,622,2.7938
P Kumar,607,2.7832
Saeed Ajmal,603,2.7803
R J Harris,597,2.7760
J Botha,594,2.7738
Abdur Razzak,594,2.7738
G P Swann,585,2.7672
Zaheer Khan,584,2.7664
D J J Bravo,582,2.7649
M Muralitharan,578,2.7619
N M Hauritz,575,2.7597
R A Jadeja,574,2.7589
M Morkel,569,2.7551
D J G Sammy,563,2.7505
S R Watson,560,2.7482
P Utseya,555,2.7443
B Lee,550,2.7404
T G Southee,543,2.7348
J E Taylor,542,2.7340
Umar Gul,536,2.7292
Mashrafe Mortaza,535,2.7284
H A Varaiya,531,2.7251
C K Langeveldt,530,2.7243
J R Hopes,528,2.7226
S L Malinga,523,2.7185
R Rampaul,521,2.7168
Sohail Tanvir,520,2.7160
A Nehra,506,2.7042
D T Johnston,505,2.7033
T M Odoyo,505,2.7033
Mohammad Amir,505,2.7033
M F Maharoof,501,2.6998
S W Tait,501,2.6998
T Mupariwa,496,2.6955
P J Ongondo,488,2.6884
T T Bresnan,486,2.6866
J H Kallis,485,2.6857
Yuvraj Singh,484,2.6848
C R D Fernando,480,2.6812
A C Botha,480,2.6812
R N ten Doeschate,478,2.6794
Shoaib Akhtar,477,2.6785
I Sharma,475,2.6767
Syed Rasel,473,2.6749
S Dhaniram,465,2.6675
S Randiv,463,2.6656
N O Miller,461,2.6637
A G Cremer,457,2.6599
Nazmul Hossain,451,2.6542
J A Morkel,450,2.6532
P D Collingwood,447,2.6503
C J McKay,447,2.6503
M M Patel,445,2.6484
Shoaib Malik,444,2.6474
W D Parnell,443,2.6464
K A Pollard,442,2.6454
S O Tikolo,440,2.6435
S J Benn,433,2.6365
E C Rainsford,432,2.6355
U Bhatti,432,2.6355
J E C Franklin,430,2.6335
K A J Roach,428,2.6314
A D Mathews,427,2.6304
Abdul Razzaq,426,2.6294
P P Ojha,424,2.6274
R M Haq,424,2.6274
S T Jayasuriya,423,2.6263
W B Rankin,411,2.6138
C B Mpofu,406,2.6085
H Osinde,406,2.6085
C H Gayle,401,2.6031
S B Styris,398,2.5999
P M Siddle,397,2.5988
Mohammad Sami,395,2.5966
Naeem Islam,391,2.5922
D R Tuffey,389,2.5899
R P Singh,387,2.5877
N N Odhiambo,385,2.5855
J K Kamande,381,2.5809
D R Smith,380,2.5798
E Chigumbura,378,2.5775
Mahmudullah,378,2.5775
J M Davison,376,2.5752
Mudassar Bukhari,376,2.5752
S Sreesanth,374,2.5729
I K Pathan,373,2.5717
L L Tsotsobe,367,2.5647
