Name,Rating,LogRating
M Muralitharan,897,2.9528
D W Steyn,892,2.9504
S R Clark,863,2.936
B Lee,794,2.8998
M Ntini,777,2.8904
R J Sidebottom,748,2.8739
W P U Vaas,709,2.8506
A Kumble,708,2.85
S E Bond,668,2.8248
M S Panesar,647,2.8109
J E Taylor,628,2.798
Zaheer Khan,619,2.7917
Mohammad Asif,619,2.7917
Danish Kaneria,614,2.7882
Harbhajan Singh,608,2.7839
A Flintoff,603,2.7803
D L Vettori,591,2.7716
C S Martin,584,2.7664
J E C Franklin,576,2.7604
Umar Gul,572,2.7574
J H Kallis,564,2.7513
J M Anderson,560,2.7482
A Nel,555,2.7443
R W Price,538,2.7308
F H Edwards,531,2.7251
S J Harmison,527,2.7218
D J J Bravo,517,2.7135
S Sreesanth,514,2.711
C R D Fernando,504,2.7024
J D P Oram,504,2.7024
S L Malinga,490,2.6902
K D Mills,466,2.6684
D R Tuffey,451,2.6542
Shahadat Hossain,431,2.6345
P L Harris,417,2.6201
R P Singh,416,2.6191
M G Johnson,405,2.6075
Mashrafe Mortaza,390,2.5911
D B Powell,388,2.5888
C H Gayle,381,2.5809
Mohammad Sami,354,2.549
Shahid Afridi,319,2.5038
M M Patel,311,2.4928
C T Tremlett,307,2.4871
M R Gillespie,306,2.4857
V Sehwag,304,2.4829
I E O'Brien,300,2.4771
I Sharma,281,2.4487
A Symonds,270,2.4314
Abdur Rehman,265,2.4232
M Morkel,264,2.4216
H M R Herath,256,2.4082
M Zondeki,250,2.3979
Enamul Haque jnr,247,2.3927
J S Patel,240,2.3802
Yasir Arafat,237,2.3747
L E Plunkett,235,2.3711
D J G Sammy,232,2.3655
S C J Broad,213,2.3284
M T Thushara,212,2.3263
T L Best,194,2.2878
M J Clarke,185,2.2672
P D Collingwood,180,2.2553
A G Cremer,171,2.233
T Panyangara,167,2.2227
R J Peterson,167,2.2227
M F Maharoof,153,2.1847
U W M Welegedara,142,2.1523
S R Tendulkar,141,2.1492
S J Benn,137,2.1367
R R Sarwan,122,2.0864
S C Ganguly,121,2.0828
E Chigumbura,121,2.0828
T G Southee,113,2.0531
Aftab Ahmed,95,1.9777
Shoaib Malik,95,1.9777
Mohammad Ashraful,95,1.9777
T T Samaraweera,89,1.9494
S M Katich,88,1.9445
C B Mpofu,88,1.9445
N M Hauritz,80,1.9031
Mehrab Hossain jnr,73,1.8633
J Botha,70,1.8451
T M Dilshan,68,1.8325
Yuvraj Singh,65,1.8129
G C Smith,60,1.7782
P P Chawla,55,1.7404
B Casson,55,1.7404
M N Samuels,48,1.6812
R O Hinds,42,1.6232
S Chanderpaul,41,1.6128
M P Vaughan,37,1.5682
Sajidul Islam,36,1.5563
Mohammad Hafeez,34,1.5315
R T Ponting,33,1.5185
K M D Kulasekara,33,1.5185
Shakib Al Hasan,28,1.4472
D P M Jayawardene,27,1.4314
K P Pietersen,25,1.3979
J A Rudolph,24,1.3802
