Name,Rating,LogRating
A B de Villiers,872,2.9405
V Kohli,868,2.9385
G J Bailey,856,2.9325
H M Amla,840,2.9243
K C Sangakkara,821,2.9143
M S Dhoni,771,2.8871
T M Dilshan,732,2.8645
Misbah ul Haq,715,2.8543
L R Taylor,713,2.8531
S Dhawan,712,2.8525
K S Williamson,688,2.8376
S R Watson,676,2.8299
Q de Kock,673,2.8280
M J Clarke,660,2.8195
Mohammad Hafeez,654,2.8156
Ahmed Shehzad,654,2.8156
Umar Akmal,652,2.8142
E J G Morgan,639,2.8055
M J Guptill,635,2.8028
A N Cook,625,2.7959
I R Bell,621,2.7931
J P Duminy,619,2.7917
R G Sharma,618,2.7910
A D Mathews,617,2.7903
B R M Taylor,617,2.7903
B B McCullum,615,2.7889
S K Raina,609,2.7846
Shakib Al Hasan,608,2.7839
P R Stirling,608,2.7839
L M P Simmons,588,2.7694
G J Maxwell,581,2.7642
J C Buttler,580,2.7634
Mushfiqur Rahim,580,2.7634
D P M Jayawardene,579,2.7627
C J Anderson,578,2.7619
J H Kallis,577,2.7612
Tamim Iqbal,570,2.7559
K J O'Brien,567,2.7536
D A Warner,563,2.7505
Nasir Hossain,561,2.7490
H D R Thirimanne,550,2.7404
J E Root,550,2.7404
Shahid Afridi,543,2.7348
D M Bravo,543,2.7348
D A Miller,540,2.7324
L D Chandimal,536,2.7292
C H Gayle,535,2.7284
J P Faulkner,534,2.7275
D J J Bravo,530,2.7243
F du Plessis,527,2.7218
J Charles,526,2.7210
D J G Sammy,525,2.7202
R A Jadeja,522,2.7177
M N Samuels,519,2.7152
S C Williams,518,2.7143
H Masakadza,516,2.7126
Nasir Jamshed,515,2.7118
W T S Porterfield,514,2.7110
S E Marsh,513,2.7101
R S Bopara,512,2.7093
A J Finch,512,2.7093
K A Pollard,509,2.7067
Mahmudullah,499,2.6981
V Sibanda,499,2.6981
P J Hughes,489,2.6893
E C Joyce,489,2.6893
N J O'Brien,482,2.6830
W U Tharanga,479,2.6803
A D Russell,477,2.6785
E Chigumbura,476,2.6776
Mohammad Nabi,475,2.6767
Anamul Haque,472,2.6739
M D K J Perera,465,2.6675
Samiullah Shenwari,461,2.6637
M N Waller,461,2.6637
Imrul Kayes,460,2.6628
B J Haddin,459,2.6618
G C Wilson,455,2.6580
N L McCullum,449,2.6522
G D Elliott,447,2.6503
Sohaib Maqsood,440,2.6435
Younis Khan,439,2.6425
C R Ervine,437,2.6405
C L White,424,2.6274
Asghar Stanikzai,422,2.6253
Fawad Alam,422,2.6253
K J Coetzer,421,2.6243
M W Machan,414,2.6170
M S Wade,412,2.6149
Nowroz Mangal,412,2.6149
Mohammad Shahzad,406,2.6085
S M A Priyanjan,406,2.6085
Asad Shafiq,401,2.6031
Shamsur Rahman,398,2.5999
J F Mooney,397,2.5988
N L T Perera,393,2.5944
Shoaib Malik,393,2.5944
A M Rahane,393,2.5944
Mominul Haque,392,2.5933
Noor Ali Zadran,383,2.5832
