Name,Rating,LogRating
D L Vettori,700,2.8451
G P Swann,687,2.8370
R W Price,678,2.8312
Saeed Ajmal,673,2.8280
D W Steyn,661,2.8202
M Morkel,660,2.8195
M G Johnson,655,2.8162
L L Tsotsobe,653,2.8149
Harbhajan Singh,641,2.8069
B A W Mendis,638,2.8048
Abdur Razzak,636,2.8035
K M D Kulasekara,636,2.8035
Shakib Al Hasan,623,2.7945
Shahid Afridi,621,2.7931
K D Mills,617,2.7903
J M Anderson,614,2.7882
Zaheer Khan,610,2.7853
B Lee,610,2.7853
S C J Broad,609,2.7846
D T Johnston,608,2.7839
T G Southee,606,2.7825
J D P Oram,605,2.7818
D E Bollinger,605,2.7818
S L Malinga,601,2.7789
J Botha,600,2.7782
P Kumar,594,2.7738
Mohammad Hafeez,590,2.7709
Umar Gul,588,2.7694
M M Patel,588,2.7694
P Utseya,574,2.7589
R Rampaul,569,2.7551
S R Watson,564,2.7513
D J G Sammy,554,2.7435
Mashrafe Mortaza,545,2.7364
T T Bresnan,544,2.7356
R J Harris,542,2.7340
Yuvraj Singh,508,2.7059
D J J Bravo,507,2.7050
T M Odoyo,506,2.7042
C J McKay,504,2.7024
K A J Roach,503,2.7016
R A Jadeja,501,2.6998
G H Dockrell,499,2.6981
S J Benn,496,2.6955
J H Kallis,495,2.6946
H A Varaiya,493,2.6928
J E Taylor,490,2.6902
N L T Perera,489,2.6893
S Randiv,488,2.6884
Mudassar Bukhari,488,2.6884
A D Mathews,488,2.6884
W B Rankin,476,2.6776
R J Peterson,473,2.6749
Abdul Razzaq,472,2.6739
C R D Fernando,470,2.6721
A Mishra,468,2.6702
N L McCullum,466,2.6684
W D Parnell,462,2.6646
K J O'Brien,460,2.6628
A G Cremer,459,2.6618
T Mupariwa,458,2.6609
Wahab Riaz,458,2.6609
H S Baidwan,454,2.6571
Naeem Islam,451,2.6542
M F Maharoof,449,2.6522
C B Mpofu,447,2.6503
Sohail Tanvir,446,2.6493
R Ashwin,445,2.6484
I Sharma,435,2.6385
Mohammad Amir,433,2.6365
D Bishoo,431,2.6345
P M Seelaar,427,2.6304
A R Cusack,422,2.6253
H Osinde,420,2.6232
K A Pollard,414,2.6170
Nazmul Hossain,410,2.6128
T M Dilshan,410,2.6128
N N Odhiambo,410,2.6128
P W Borren,409,2.6117
J A Morkel,406,2.6085
Khurram Chohan,403,2.6053
P P Ojha,402,2.6042
Abdur Rehman,401,2.6031
Y K Pathan,400,2.6021
N O Miller,399,2.6010
S P D Smith,395,2.5966
S O Tikolo,392,2.5933
Shafiul Islam,391,2.5922
Rizwan Cheema,389,2.5899
A J McKay,388,2.5888
J E C Franklin,382,2.5821
R M Haq,381,2.5809
Shoaib Malik,380,2.5798
Mahmudullah,379,2.5786
Suhrawadi Shuvo,376,2.5752
C H Gayle,368,2.5658
Rubel Hossain,362,2.5587
A Martin,360,2.5563
J F Mooney,356,2.5514
J W Hastings,354,2.5490
