Name,Rating,LogRating
K C Sangakkara,893,2.9509
S Chanderpaul,890,2.9494
M E K Hussey,882,2.9455
Mohammad Yousuf,880,2.9445
R T Ponting,880,2.9445
J H Kallis,877,2.943
M L Hayden,834,2.9212
D P M Jayawardene,810,2.9085
Younis Khan,799,2.9025
K P Pietersen,795,2.9004
M J Clarke,723,2.8591
G C Smith,712,2.8525
S R Tendulkar,704,2.8476
R Dravid,701,2.8457
A Symonds,700,2.8451
A J Strauss,686,2.8363
V Sehwag,681,2.8331
S C Ganguly,674,2.8287
V V S Laxman,672,2.8274
R R Sarwan,659,2.8189
A N Cook,651,2.8136
I R Bell,635,2.8028
A G Prince,634,2.8021
P D Collingwood,623,2.7945
A B de Villiers,621,2.7931
H M Amla,601,2.7789
Misbah ul Haq,597,2.776
C H Gayle,588,2.7694
P A Jaques,588,2.7694
M P Vaughan,578,2.7619
D J J Bravo,570,2.7559
N D McKenzie,564,2.7513
Kamran Akmal,562,2.7497
J D P Oram,553,2.7427
D L Vettori,549,2.7396
T M Dilshan,541,2.7332
L R Taylor,520,2.716
B B McCullum,519,2.7152
T Taibu,516,2.7126
M S Dhoni,508,2.7059
Imran Farhat,503,2.7016
A Flintoff,500,2.699
S M Katich,499,2.6981
M V Boucher,489,2.6893
T T Samaraweera,484,2.6848
Shahriar Nafees,479,2.6803
Shahid Afridi,466,2.6684
Shoaib Malik,462,2.6646
Mohammad Ashraful,449,2.6522
J M How,443,2.6464
Salman Butt,437,2.6405
M G Vandort,433,2.6365
M N Samuels,425,2.6284
Yasir Hameed,424,2.6274
Taufeeq Umar,422,2.6253
M J Prior,422,2.6253
W P U Vaas,414,2.617
H Masakadza,413,2.616
Rajin Saleh,407,2.6096
Yuvraj Singh,402,2.6042
K K K K K K D Karthik,393,2.5944
J A Rudolph,391,2.5922
M S Sinclair,376,2.5752
T R Ambrose,374,2.5729
W U Tharanga,369,2.567
D Ramdin,367,2.5647
D S Smith,365,2.5623
Mohammad Hafeez,351,2.5453
B B B B S M Warnapura,349,2.5428
Faisal Iqbal,341,2.5328
Aftab Ahmed,335,2.525
H A P W Jayawardena,327,2.5145
S C J Broad,309,2.49
B R M Taylor,306,2.4857
B Lee,306,2.4857
M A Vermeulen,300,2.4771
X M Marshall,299,2.4757
A Kumble,299,2.4757
J E C Franklin,284,2.4533
G Gambhir,281,2.4487
Junaid Siddique,281,2.4487
C K Kapugedera,269,2.4298
P A Patel,263,2.42
Shakib Al Hasan,262,2.4183
M F Maharoof,243,2.3856
Tamim Iqbal,241,2.382
D J G Sammy,228,2.3579
T Panyangara,226,2.3541
Harbhajan Singh,224,2.3502
J E Taylor,216,2.3345
O A Shah,214,2.3304
R O Hinds,212,2.3263
P Utseya,206,2.3139
B J Haddin,204,2.3096
T G Southee,204,2.3096
P G Fulton,203,2.3075
D R Flynn,196,2.2923
M G Johnson,194,2.2878
S Chattergoon,191,2.281
E Chigumbura,183,2.2625
