Name,Rating,LogRating
A B de Villiers,902,2.9552
H M Amla,828,2.9180
V Kohli,802,2.9042
T M Dilshan,793,2.8993
K S Williamson,786,2.8954
S Dhawan,777,2.8904
M S Dhoni,734,2.8657
L R Taylor,732,2.8645
G J Maxwell,720,2.8573
G J Bailey,697,2.8432
J E Root,697,2.8432
S P D Smith,685,2.8357
A J Finch,684,2.8351
R G Sharma,680,2.8325
Q de Kock,670,2.8261
J C Buttler,665,2.8228
S K Raina,662,2.8209
A D Mathews,661,2.8202
F du Plessis,661,2.8202
Mushfiqur Rahim,652,2.8142
M J Guptill,645,2.8096
D A Miller,635,2.8028
S R Watson,634,2.8021
D A Warner,630,2.7993
B B McCullum,625,2.7959
J P Faulkner,617,2.7903
Tamim Iqbal,615,2.7889
E J G Morgan,602,2.7796
Shakib Al Hasan,600,2.7782
Ahmed Shehzad,597,2.7760
J P Duminy,592,2.7723
Mohammad Hafeez,591,2.7716
H D R Thirimanne,578,2.7619
M N Samuels,571,2.7566
C J Anderson,570,2.7559
Nasir Hossain,569,2.7551
P R Stirling,565,2.7520
A M Rahane,563,2.7505
K J O'Brien,558,2.7466
Samiullah Shenwari,557,2.7459
E C Joyce,556,2.7451
G D Elliott,556,2.7451
L Ronchi,555,2.7443
C H Gayle,554,2.7435
Umar Akmal,551,2.7412
D M Bravo,547,2.7380
S C Williams,547,2.7380
L M P Simmons,547,2.7380
A D Russell,539,2.7316
Soumya Sarkar,539,2.7316
Mahmudullah,537,2.7300
H Masakadza,529,2.7235
Azhar Ali,525,2.7202
Anamul Haque,520,2.7160
Haris Sohail,517,2.7135
D J G Sammy,515,2.7118
E Chigumbura,510,2.7076
W T S Porterfield,508,2.7059
N J O'Brien,505,2.7033
R A Jadeja,499,2.6981
Mohammad Nabi,497,2.6964
J Charles,496,2.6955
A T Rayudu,481,2.6821
K J Coetzer,481,2.6821
D Ramdin,478,2.6794
R R Rossouw,477,2.6785
L D Chandimal,477,2.6785
Nowroz Mangal,470,2.6721
Sikandar Raza,468,2.6702
M R Marsh,464,2.6665
Moeen Ali,463,2.6656
R S Bopara,462,2.6646
S E Marsh,462,2.6646
Sohaib Maqsood,459,2.6618
M W Machan,455,2.6580
J W A Taylor,447,2.6503
R D Berrington,445,2.6484
Shaiman Anwar,437,2.6405
V Sibanda,435,2.6385
Sabbir Rahman,434,2.6375
G C Wilson,434,2.6375
M D K J Perera,431,2.6345
C R Ervine,425,2.6284
Nasir Jamshed,420,2.6232
Asghar Stanikzai,420,2.6232
Khurram Khan,418,2.6212
Sarfraz Ahmed,412,2.6149
M S Wade,411,2.6138
W U Tharanga,407,2.6096
P L Mommsen,406,2.6085
M N Waller,406,2.6085
Younis Khan,404,2.6064
Fawad Alam,400,2.6021
N L T Perera,400,2.6021
J F Mooney,396,2.5977
N L McCullum,392,2.5933
Shoaib Malik,385,2.5855
F Behardien,381,2.5809
Javed Ahmadi,378,2.5775
A Balbirnie,375,2.5740
