Name,Rating,LogRating
S P D Smith,925,
K S Williamson,868,2.9661
H M Amla,860,2.9385
J E Root,837,2.9345
Younis Khan,826,2.9227
A B de Villiers,818,2.9170
A C Voges,811,2.9128
D A Warner,800,2.9090
A D Mathews,765,2.9031
Misbah ul Haq,764,2.8837
A M Rahane,753,2.8831
A N Cook,730,2.8768
Asad Shafiq,726,2.8633
V Kohli,725,2.8609
L R Taylor,715,2.8603
M J Vijay,697,2.8543
C A Pujara,696,2.8432
J M Bairstow,695,2.8426
Sarfraz Ahmed,691,2.8420
Azhar Ali,673,2.8395
L D Chandimal,664,2.8280
Mohammad Hafeez,642,2.8222
Mominul Haque,641,2.8075
D M Bravo,639,2.8069
Tamim Iqbal,626,2.8055
Shakib Al Hasan,625,2.7966
U T Khawaja,608,2.7959
D Elgar,602,2.7839
F du Plessis,583,2.7796
B J Watling,577,2.7657
J A Burns,575,2.7612
K C Brathwaite,574,2.7597
F D M Karunaratne,573,2.7589
S Dhawan,572,2.7582
T W M Latham,570,2.7574
J K Silva,540,2.7559
B A Stokes,537,2.7324
I R Bell,535,2.7300
Moeen Ali,533,2.7284
Mushfiqur Rahim,526,2.7267
S E Marsh,516,2.7210
G S Ballance,512,2.7126
M N Samuels,510,2.7093
Mahmudullah,509,2.7076
Ahmed Shehzad,506,2.7067
J Blackwood,479,2.7042
J P Duminy,479,2.6803
Q de Kock,472,2.6803
B K G Mendis,466,2.6739
R Ashwin,466,2.6684
Imrul Kayes,455,2.6684
M D Craig,446,2.6580
R G Sharma,445,2.6493
S C Cook,439,2.6484
T A M Siriwardana,431,2.6425
T Bavuma,431,2.6345
M J Guptill,430,2.6345
D Ramdin,430,2.6335
C J Anderson,428,2.6335
Nasir Hossain,421,2.6314
W U Tharanga,413,2.6243
A D Hales,405,2.6160
L Ronchi,403,2.6075
J O Holder,388,2.6053
V D Philander,384,2.5888
L R Johnson,370,2.5843
J D S Neesham,365,2.5682
M A Starc,357,2.5623
H D R Thirimanne,357,2.5527
C R Brathwaite,347,2.5527
P M Nevill,347,2.5403
N R D Compton,347,2.5403
J C Buttler,346,2.5403
M D K J Perera,346,2.5391
H A P W Jayawardena,344,2.5391
S C J Broad,333,2.5366
R A Jadeja,328,2.5224
S van Zyl,307,2.5159
Shan Masood,306,2.4871
H D Rutherford,300,2.4857
M J Santner,297,2.4771
W P Saha,288,2.4728
K L Rahul,276,2.4594
Litton Das,270,2.4409
B Kumar,266,2.4314
S O Dowrich,257,2.4249
D S Smith,257,2.4099
C H Morris,254,2.4099
M R Marsh,253,2.4048
T G Southee,248,2.4031
A Lyth,247,2.3945
S D Hope,247,2.3927
J L Pattinson,240,2.3927
S K Raina,235,2.3802
H M R Herath,234,2.3711
A Mishra,232,2.3692
K D K Vithanage,231,2.3655
C R Woakes,231,2.3636
S T R Binny,224,2.3636
N V Ojha,221,2.3502
